list_name,name,label,label::Arabic,Governorate,District,Sub_district,
Village,C4834,Eastern Sweidiyeh,سويدية شرقية,SY08,SY0803,SY080300,
Village,C4837,Jisr,الجسر,SY08,SY0803,SY080300,
Village,C4838,Sheikh Ibrahim,شيخ ابراهيم,SY08,SY0803,SY080300,
Village,C4839,Haifa Elmalkiyeh,حيفا المالكية,SY08,SY0803,SY080300,
Village,C4840,Upper Sweidiyeh,سويدية فوقـاني,SY08,SY0803,SY080300,
Village,C4727,Shajra (Amuda),شجرة - عامودا,SY08,SY0802,SY080202,
Village,C4728,Deir Mary,دير ماري,SY08,SY0802,SY080202,
Village,C4729,Jaberiyeh Amudeh,الجابرية عاموده,SY08,SY0802,SY080202,
Village,C4730,Bab Elkheir (Amuda),باب الخير - عامودا,SY08,SY0802,SY080202,
Village,C4731,Markab,مركب,SY08,SY0802,SY080202,
Village,C4732,Qaber Ali,قبر علي,SY08,SY0802,SY080202,
Village,C4733,Mustafa,مصطفى,SY08,SY0802,SY080202,
Village,C4735,Fokhar,فخار,SY08,SY0802,SY080202,
Village,C4736,Qadah,قدح,SY08,SY0802,SY080202,
Village,C4737,Koub,كعوب,SY08,SY0802,SY080202,
Village,C4738,Qleiah (Amuda),قليعة - عامودا,SY08,SY0802,SY080202,
Village,C4739,Qayrawan Amuda,قيروان عامودا,SY08,SY0802,SY080202,
Village,C4740,Kinda - Amuda,كنده,SY08,SY0802,SY080202,
Village,C4758,Kharab Elabed,خراب العبد,SY08,SY0802,SY080203,
Village,C4761,Um Jfar,أم جفار,SY08,SY0802,SY080203,
Village,C4769,Mandub,المندوب,SY08,SY0802,SY080203,
Village,C5607,Hamin,حمين,SY10,SY1004,SY100402,
Village,C5463,Bweidet Sweiqat,بويضة السويقات,SY10,SY1003,SY100300,
Village,C5466,Somaah (Safita),الصومعة - مركز صافيتا,SY10,SY1003,SY100300,
Village,C5468,Terkeb,تركب,SY10,SY1003,SY100300,
Village,C5267,Zahed,زاهد,SY10,SY1000,SY100002,
Village,C5268,Jamasa,الجماسة,SY10,SY1000,SY100002,
Village,C5269,Bani Naim,بني نعيم,SY10,SY1000,SY100002,
Village,C5271,Samkeh (Kherbet Elma'aza),سمكة - خربة المعزة,SY10,SY1000,SY100003,
Village,C5273,Zarqat,الزرقات,SY10,SY1000,SY100003,
Village,C5282,Aqr Zayti,عقر زيتي,SY10,SY1000,SY100004,
Village,C5284,Dweir Taha,دوير طه,SY10,SY1000,SY100004,
Village,C5286,Ezit,عزيت,SY10,SY1000,SY100004,
Village,C5288,Anaza (Soda Khawabi),العنازة - سودا خوابي,SY10,SY1000,SY100004,
Village,C5294,Bahnine,بحنين,SY10,SY1000,SY100004,
Village,C5296,Dahr Matar,ضهر مطر,SY10,SY1000,SY100004,
Village,C5300,Hsein Elbahr,حصين البحر,SY10,SY1000,SY100004,
Village,C5302,Bdereh,بديرة,SY10,SY1000,SY100004,
Village,C5305,Marqiyeh,مرقية,SY10,SY1000,SY100004,
Village,C5310,Sawda - Kareemeh,السودة,SY10,SY1000,SY100005,
Village,C5315,Arzona,ارزونة,SY10,SY1000,SY100005,
Village,C5316,Kherbet Elakrad,خربة الاكراد,SY10,SY1000,SY100005,
Village,C5317,Talansun,تلسنون,SY10,SY1000,SY100005,
Village,C5319,Kareemeh (Kareemeh),الكريمة - كريمة,SY10,SY1000,SY100005,
Village,C5322,Shas ,شاص,SY10,SY1000,SY100006,
Village,C5327,Deir Elhajar (Safsafa),دير الحجر - صفصافة,SY10,SY1000,SY100006,
Village,C6107,Mahjeh,محجة,SY12,SY1203,SY120300,
Village,C6108,Mlihet Elatash,مليحة العطش,SY12,SY1203,SY120300,
Village,C6110,Masikeh-Lajat,مسيكة,SY12,SY1203,SY120300,
Village,C6111,Jasim,جاسم,SY12,SY1203,SY120301,
Village,C6112,Namar,نمر,SY12,SY1203,SY120301,
Village,C6113,Rakhim,رخم,SY12,SY1203,SY120302,
Village,C6114,Western Maliha,المليحة الغربية,SY12,SY1203,SY120302,
Village,C6115,Sura,الصورة,SY12,SY1203,SY120302,
Village,C6117,Eastern Maliha,المليحة الشرقية,SY12,SY1203,SY120302,
Village,C6118,Nahta,ناحتة,SY12,SY1203,SY120302,
Village,C6119,Edwan,عدوان,SY12,SY1203,SY120303,
Village,C6120,Sheikh Saed (Nawa ),الشيخ سعد - نوى,SY12,SY1203,SY120303,
Village,C6121,Jabaliyeh,الجبيلية,SY12,SY1203,SY120303,
Village,C6124,Nawa (Nawa ),نوى - نوى,SY12,SY1203,SY120303,
Village,C6125,Dali,الدلي,SY12,SY1203,SY120304,
Village,C6126,Sheikh Miskine,الشيخ مسكين,SY12,SY1203,SY120304,
Village,C6127,Faqie (Sheikh Miskine),الفقيع - الشيخ مسكين,SY12,SY1203,SY120304,
Village,C6128,Sheiliyeh,السحيلية,SY12,SY1203,SY120304,
Village,C6129,Namer,نامر,SY12,SY1203,SY120304,
Village,C6130,Qarfa,قرفا,SY12,SY1203,SY120304,
Village,C6131,Tassil,تسيل,SY12,SY1203,SY120305,
Village,C5796,Upper Tal Ahmar,تل أحمر فوقاني,SY11,SY1102,SY110200,
Village,C6309,Jbeileh,جبيله,SY09,SY0901,SY090100,
Village,C6310,Abu Omar (Muhasan),أبو عمر - موحسن,SY09,SY0901,SY090103,
Village,C6522,Kharab Shahem,خراب الشحم,SY12,SY1200,SY120005,
Village,C6526,Bahra (Hajin),البحرة - هجين,SY09,SY0902,SY090201,
Village,C6422,Harjalah,حرجلة ,SY02,SY0204,SY020405,
Village,C6421,Qazal,قزل/غزل,SY02,SY0204,SY020405,
Village,C6447,Al-Ashrah (Al-Hasakeh),الشارة - مركز الحسكة,SY08,SY0800,SY080000,
Village,C6439,Al-Karameh (Al-Hasakeh),الكرامة - مركز الحسكة,SY08,SY0800,SY080000,
Village,C6438,Al-Khamayl,الخمايل,SY08,SY0800,SY080000,
Village,C6436,Makhrum,مخروم,SY08,SY0800,SY080000,
Village,C6435,Rad Shaqra,رد شقرة,SY08,SY0800,SY080000,
Village,C6448,Tal Al-Barod,تل البارود,SY08,SY0800,SY080000,
Village,C6434,Tawk Al-Milh,طوق الملح,SY08,SY0800,SY080000,
Village,C6463,Maghloujah,مغلوجة,SY08,SY0800,SY080001,
Village,C6442,Dabaghiyeh,دباغية,SY08,SY0800,SY080000,
Village,C6454,Azzawi,عزاوي,SY08,SY0800,SY080002,
Village,C6461,Tal Al-Jazireh,تل الجزيرة,SY08,SY0800,SY080001,
Village,C6458,Tal Ghoran,تل غوران,SY08,SY0800,SY080001,
Village,C4474,Kherbet Elrayes,خربة الريس,SY08,SY0800,SY080004,
Village,C5002,Tal Halaf,تل حلف,SY08,SY0804,SY080400,
Village,C5020,Big Arada,عرادة كبيرة,SY08,SY0804,SY080400,
Village,C5033,Khazneh - Darbasiyah,خزنة,SY08,SY0804,SY080401,
Village,C5034,Abu Jarada,أبو جرادة,SY08,SY0804,SY080401,
Village,C5039,Tal Baqar,تل بقر,SY08,SY0804,SY080401,
Village,C5044,Western Ethamiyeh,عظامية غربية,SY08,SY0804,SY080401,
Village,C5049,Dakuk,دكوك,SY08,SY0804,SY080401,
Village,C5051,Mashquq (Darbasiyah),المشقوق - درباسية,SY08,SY0804,SY080401,
Village,C5056,Tal Tishrine,تل تشرين,SY08,SY0804,SY080401,
Village,C5058,Abu Kala,أبو كالة,SY08,SY0804,SY080401,
Village,C5071,Western Fatima,فاطمة الغربية,SY08,SY0804,SY080401,
Village,C5072,Farfara Derbasiyeh,فرفرة درباسية,SY08,SY0804,SY080401,
Village,C5073,Malak,ملك,SY08,SY0804,SY080401,
Village,C5074,Eastern Fatima,فاطمة الشرقية,SY08,SY0804,SY080401,
Village,C5076,Fath Allah,فتح الله,SY08,SY0804,SY080401,
Village,C5077,Mishraq,مشراق,SY08,SY0804,SY080401,
Village,C4331,Khazneh - Al-Hasakeh,الخزنة,SY08,SY0800,SY080000,
Village,C4332,Um Hajra Almoqbela,أم حجرة المقبلة,SY08,SY0800,SY080000,
Village,C4333,Rahmaniya (Al-Hasakeh),الرحمانية - مركز الحسكة,SY08,SY0800,SY080000,
Village,C4338,Shama,شـما,SY08,SY0800,SY080000,
Village,C4339,Sofya,صوفيا,SY08,SY0800,SY080000,
Village,C4340,Kherbet Elias,خربة الياس,SY08,SY0800,SY080000,
Village,C4341,Abu Rasin Haskeh,أبو راسين حسكة,SY08,SY0800,SY080000,
Village,C4349,Salaliyeh,الصلالية,SY08,SY0800,SY080000,
Village,C4352,Upper Tal Aswad,تل أسود فوقاني,SY08,SY0800,SY080000,
Village,C4353,Harmala (Al-Hasakeh),حرملة - مركز الحسكة,SY08,SY0800,SY080000,
Village,C4354,Safya,صفيا,SY08,SY0800,SY080000,
Village,C4356,Lower Tal Aswad,تل أسود تحتاني,SY08,SY0800,SY080000,
Village,C4358,Tal Mansur Haskeh,تل منصور حسكة,SY08,SY0800,SY080000,
Village,C4359,Eastern Taban,طابان شرقي,SY08,SY0800,SY080000,
Village,C4360,Al-Hasakeh,الحسكة,SY08,SY0800,SY080000,
Village,C4410,Abu Tineh,أبو تينة,SY08,SY0800,SY080001,
Village,C4413,Tal Elmoghor,تل المغر,SY08,SY0800,SY080001,
Village,C4416,Fakkeh ,الفكه,SY08,SY0800,SY080001,
Village,C4934,Deir Elghosn,دير الغصن,SY08,SY0803,SY080301,
Village,C4935,Qneitra,قنيطرة,SY08,SY0803,SY080301,
Village,C4940,Um Hbal,أم حبال,SY08,SY0803,SY080302,
Village,C4941,Um Eledam (Ya'robiyah),أم العظام - يعربية,SY08,SY0803,SY080302,
Village,C4942,Kherbet Elabid,خربة العبيد,SY08,SY0803,SY080302,
Village,C4945,Hweira,الهويرة,SY08,SY0803,SY080302,
Village,C4947,Kharab Hassan,خراب حسن,SY08,SY0803,SY080302,
Village,C4948,Shafaniyeh,الشعفانية,SY08,SY0803,SY080302,
Village,C4950,Botheh,البوثة,SY08,SY0803,SY080302,
Village,C4954,Tameriyeh,التامرية,SY08,SY0803,SY080302,
Village,C4980,Quraish,قريش,SY08,SY0803,SY080302,
Village,C4981,Hoazan,هوازن,SY08,SY0803,SY080302,
Village,C4982,Mostariha (Ya'robiyah),مستريحة - يعربية,SY08,SY0803,SY080302,
Village,C4983,Big Masud,مسعود كبير,SY08,SY0803,SY080302,
Village,C4575,Um Elfursan,أم الفرسان,SY08,SY0802,SY080200,
Village,C4579,Maryuza,مريوزة,SY08,SY0802,SY080200,
Village,C4580,Wattutiyeh,وطوطية,SY08,SY0802,SY080200,
Village,C4958,Upper Kherbet Elbir,خربة البير فوقاني,SY08,SY0803,SY080302,
Village,C4962,Middle Sehrij,صهريج وسطاني,SY08,SY0803,SY080302,
Village,C4964,Thaqif,ثقيف,SY08,SY0803,SY080302,
Village,C4970,Adnan,عدنان,SY08,SY0803,SY080302,
Village,C4971,Lower Um Kheif,أم كهيف تحتاني,SY08,SY0803,SY080302,
Village,C4972,Upper Eastern Arja,عرجة شرقية فوقاني,SY08,SY0803,SY080302,
Village,C4974,Akhodalsheh,أخودلشة,SY08,SY0803,SY080302,
Village,C4975,Tal Eltamer,تل التمر,SY08,SY0803,SY080302,
Village,C4807,Upper Tal Khanzir,تل خنزير فوقاني,SY08,SY0803,SY080300,
Village,C4809,Lower Tal Khanzir,تل خنزير تحتاني,SY08,SY0803,SY080300,
Village,C4812,Raghdan,رغدان,SY08,SY0803,SY080300,
Village,C4813,Upper Rmeilan,رميلان فوقاني,SY08,SY0803,SY080300,
Village,C4815,Rihaniya Malekiyeh,الريحانية مالكية,SY08,SY0803,SY080300,
Village,C4816,Mamduha,الممدوحة,SY08,SY0803,SY080300,
Village,C4819,Hamam (Al-Malikeyyeh),الحمام - مركز المالكية,SY08,SY0803,SY080300,
Village,C4825,Sharm El Sheikh,شرم الشيخ,SY08,SY0803,SY080300,
Village,C4826,Taleeah,الطليعة,SY08,SY0803,SY080300,
Village,C4829,Second Tal Elthahab Malkiyeh,تل الذهب الثانية مالكية,SY08,SY0803,SY080300,
Village,C4831,Um Tlul,أم تلول,SY08,SY0803,SY080300,
Village,C4844,Tal Elomara,تل الأمراء,SY08,SY0803,SY080300,
Village,C4845,Qaysariyeh (Al-Malikeyyeh),القيصرية - مركز المالكية,SY08,SY0803,SY080300,
Village,C4846,Tal Hadid,تل حديد,SY08,SY0803,SY080300,
Village,C4848,Tal Elfukhar,تل الفخار,SY08,SY0803,SY080300,
Village,C4880,Tal Elshams,تل الشمس,SY08,SY0803,SY080300,
Village,C4883,Esmailiyeh,الاسماعيلية,SY08,SY0803,SY080300,
Village,C4885,Kofeh,الكوفة,SY08,SY0803,SY080300,
Village,C4377,Nurak,نورك,SY08,SY0800,SY080000,
Village,C4379,Qaber Elkhalif,قبر الخليف,SY08,SY0800,SY080000,
Village,C4382,Masudiyeh Elbizara,مسعودية البيزارة,SY08,SY0800,SY080000,
Village,C4383,Western Qamar,قمر غربي,SY08,SY0800,SY080000,
Village,C4384,Western Rihaniya,الريحانية غربي,SY08,SY0800,SY080001,
Village,C4385,Maqbara,المقبرة,SY08,SY0800,SY080001,
Village,C4392,Tal Sakra,تل سكرة,SY08,SY0800,SY080001,
Village,C4394,Tal Mghas,تل مغاص,SY08,SY0800,SY080001,
Village,C4592,Tuffahiyeh Tal Hmis,تفاحية تل حميس,SY08,SY0802,SY080201,
Village,C4595,Okath,عكاظ,SY08,SY0802,SY080201,
Village,C4600,Eastern Granada,غرناطة شرقية,SY08,SY0802,SY080201,
Village,C4602,Hdadiyeh Tal Hmeis,الحدادية تل حميس,SY08,SY0802,SY080201,
Village,C4605,Tamna Elbariyeh,طامنة البرية,SY08,SY0802,SY080201,
Village,C4616,Kherbet Nura,خربة نورا,SY08,SY0802,SY080201,
Village,C4618,Shamdiniyeh,الشمدينية,SY08,SY0802,SY080201,
Village,C4622,Abu Khashab (Tal Hmis),أبو خشب - تل حميس,SY08,SY0802,SY080201,
Village,C4654,Middle Sharmukh,شرموخ وسطاني,SY08,SY0802,SY080201,
Village,C4656,Western Harset Elrad,حارسة الرد الغربية,SY08,SY0802,SY080201,
Village,C4670,Madinet Rehiyeh,مدينة رحية,SY08,SY0802,SY080201,
Village,C4585,Tal Iss,تل عيس,SY08,SY0802,SY080201,
Village,C4588,Little Zorma,زوما الصغرى,SY08,SY0802,SY080201,
Village,C4683,Jorhariyeh,جوهرية,SY08,SY0802,SY080202,
Village,C4685,Hasba,الحصبة,SY08,SY0802,SY080202,
Village,C4686,Tal Khaled,تل خالد,SY08,SY0802,SY080202,
Village,C4689,Hettin Amuda,حطين عامودا,SY08,SY0802,SY080202,
Village,C4690,Fares,الفارس,SY08,SY0802,SY080202,
Village,C4694,Tor Elyas,طور الياس,SY08,SY0802,SY080202,
Village,C4698,Lower Hasda,حاصدة تحتاني,SY08,SY0802,SY080202,
Village,C4699,Talil (Amuda),تليل - عامودا,SY08,SY0802,SY080202,
Village,C4701,Amara,عمارة,SY08,SY0802,SY080202,
Village,C4702,Lower Bustan,بستان تحتاني,SY08,SY0802,SY080202,
Village,C4705,Bardeh - Amuda,باردة,SY08,SY0802,SY080202,
Village,C4707,Sardaq,سرادق,SY08,SY0802,SY080202,
Village,C4708,Lower Um Elosud,أم الأسود تحتاني,SY08,SY0802,SY080202,
Village,C4709,Upper Kherbet Ghazal  ,خربة غزال فوقاني,SY08,SY0802,SY080202,
Village,C4712,Dikiyeh,ديكية,SY08,SY0802,SY080202,
Village,C4714,Khaled,خالد,SY08,SY0802,SY080202,
Village,C4716,Um Enab,ام العنب,SY08,SY0802,SY080202,
Village,C4718,Sabahiyeh,صباحية,SY08,SY0802,SY080202,
Village,C4719,Jalaq (Amuda),جلق - عامودا,SY08,SY0802,SY080202,
Village,C4720,Khorzeh,خرزة,SY08,SY0802,SY080202,
Village,C4721,Rayat Elkhalil,راية خليل,SY08,SY0802,SY080202,
Village,C4722,Western Raya,راية غربي,SY08,SY0802,SY080202,
Village,C4437,Madineh Qabliyeh,مدينة قبلية,SY08,SY0800,SY080001,
Village,C4440,Eastern Elweh,العلوة الشرقية,SY08,SY0800,SY080002,
Village,C4443,Western Jermez,جرمز غربي,SY08,SY0800,SY080002,
Village,C4448,Elwet Eldisheisha,علوة الدشيشة,SY08,SY0800,SY080003,
Village,C4449,Fadghami,الفدغمي,SY08,SY0800,SY080003,
Village,C4450,Tal Sfuk,تل صفوك,SY08,SY0800,SY080003,
Village,C4451,Shamasani,الشمساني,SY08,SY0800,SY080003,
Village,C4452,Thalja,الثلجة,SY08,SY0800,SY080003,
Village,C4453,Kishkish Zyanat,كشكش زيانات,SY08,SY0800,SY080003,
Village,C5499,Inata (Mashta Elhiu),عيناتا - مشتى الحلو,SY10,SY1003,SY100301,
Village,C5500,Beit Akrush,بيت عركوش,SY10,SY1003,SY100301,
Village,C5501,Hikr Kaber,حكر كابر,SY10,SY1003,SY100301,
Village,C5502,Baqtu,بقطو,SY10,SY1003,SY100301,
Village,C5503,Hefnet Elmawarneh,حفة الموارنة,SY10,SY1003,SY100301,
Village,C5504,Basira - Mashta Elhiu,بصيرة,SY10,SY1003,SY100301,
Village,C5505,Bismaqa (Mashta Elhiu),بسماقة - مشتى الحلو,SY10,SY1003,SY100301,
Village,C5506,Bsarsar,بصرصر,SY10,SY1003,SY100301,
Village,C5507,Jenin,جنين,SY10,SY1003,SY100301,
Village,C5253,Kafram - Ghafran,كفران_غفران,SY10,SY1000,SY100000,
Village,C5260,Ziyadiyeh - Zbeidi,الزيادية_زبيدى,SY10,SY1000,SY100002,
Village,C5266,Tiba Elmahdi,طيبة المهدي,SY10,SY1000,SY100002,
Village,C5308,Zarablit,زربليط,SY10,SY1000,SY100005,
Village,C5309,Madhala,المدحلة,SY10,SY1000,SY100005,
Village,C5311,Quneitra (Kareemeh),القنيطرة - كريمة,SY10,SY1000,SY100005,
Village,C5312,Hasna (Kareemeh),الحسنة,SY10,SY1000,SY100005,
Village,C5313,Msheirfeh - Kareemeh,المشيرفة - كريمة,SY10,SY1000,SY100005,
Village,C5314,Ransiyeh,الرنسية,SY10,SY1000,SY100005,
Village,C4646,Kharnubi Hisu,خرنوبي حسو,SY08,SY0802,SY080201,
Village,C3967,Thahrat Talamnas,ظهرة تلمنس,SY07,SY0702,SY070200,
Village,C4863,Safh Malekiyeh,السفح مالكية,SY08,SY0803,SY080300,
Village,C2879,Makrumiyeh,المكرمية,SY04,SY0404,SY040401,
Village,C3151,Sindyana (Ziyara),السنديانة - الزيارة,SY05,SY0502,SY050202,
Village,C2864,Manara,المنارة,SY04,SY0404,SY040400,
Village,C2956,Mizyen Elbaqar,مزين البقر,SY04,SY0406,SY040601,
Village,C2796,Naara,نعرة,SY04,SY0403,SY040300,
Village,C2845,Bsomaa,بصومع,SY04,SY0403,SY040304,
Village,C4455,Kherbet Elsweifat,خربة السويفات,SY08,SY0800,SY080004,
Village,C4478,Jasaa,الجسعة,SY08,SY0800,SY080004,
Village,C4480,Tal Masti,تل مسطي,SY08,SY0800,SY080004,
Village,C4481,Darja,درجة,SY08,SY0800,SY080004,
Village,C4483,Um Hajra Qolo,أم حجرة قولو,SY08,SY0800,SY080004,
Village,C4484,Bir Elhilu Elatshaneh,بئر الحلو العطشانة,SY08,SY0800,SY080004,
Village,C4485,Kherbet Hawas,خربة حواس,SY08,SY0800,SY080004,
Village,C4486,Tal Shaaban,تل شعبان,SY08,SY0800,SY080004,
Village,C4555,Tartab,طرطب,SY08,SY0802,SY080200,
Village,C4556,Tal Eltiben,تل التبن,SY08,SY0802,SY080200,
Village,C4559,Tal Elthum,تل الثوم,SY08,SY0802,SY080200,
Village,C4562,Upper Barku,بركو فوقاني,SY08,SY0802,SY080200,
Village,C4850,Tal Elasfar,تل الأصفر,SY08,SY0803,SY080300,
Village,C4851,Tal Elahmar,تل الأحمر,SY08,SY0803,SY080300,
Village,C4852,Tal Umaya,تل أمية,SY08,SY0803,SY080300,
Village,C4853,Kisweh (Al-Malikeyyeh),الكسوة - مركز المالكية,SY08,SY0803,SY080300,
Village,C4854,Tal Aswad Malkiyeh,تل أسود مالكية,SY08,SY0803,SY080300,
Village,C4855,Deir Yassin,دير ياسين,SY08,SY0803,SY080300,
Village,C4857,Deir Dijla,دير دجلة,SY08,SY0803,SY080300,
Village,C4858,Zahraa Malekiyeh,الزهراء مالكية,SY08,SY0803,SY080300,
Village,C4861,Fidaa,الفداء,SY08,SY0803,SY080300,
Village,C4865,Yanbue,الينبوع,SY08,SY0803,SY080300,
Village,C4867,Rashidiyeh Malikiyeh,الرشيدية مالكية,SY08,SY0803,SY080300,
Village,C4869,Tal Elhawa Malkiyeh,تل الهوى مالكية,SY08,SY0803,SY080300,
Village,C4870,Kherbet Adnan,خربة عدنان,SY08,SY0803,SY080300,
Village,C4875,Sinjar Malikiyeh,سنجار مالكية,SY08,SY0803,SY080300,
Village,C4876,First Tal Elthahab Malkiyeh,تل الذهب الأولى مالكية,SY08,SY0803,SY080300,
Village,C4364,Um Elmaez,أم الماعز,SY08,SY0800,SY080000,
Village,C4369,Sayed Ali,سيد علي,SY08,SY0800,SY080000,
Village,C4370,Southern Lower Um Hajra ,أم حجرة جنوبية تحتاني,SY08,SY0800,SY080000,
Village,C5995,Sayda (Dar'a),صيدا - مركز درعا,SY12,SY1200,SY120000,
Village,C5999,Nasib,نصيب,SY12,SY1200,SY120000,
Village,C6012,Kherbet Ghazala,خربة غزالة,SY12,SY1200,SY120002,
Village,C6014,Ein Thakar,عين ذكر,SY12,SY1200,SY120003,
Village,C6017,Al-Qusayr (Ash-Shajara),القصير - الشجرة,SY12,SY1200,SY120003,
Village,C6021,Ash-Shajara,الشجرة,SY12,SY1200,SY120003,
Village,C6022,Beit Ara,بيت أرة,SY12,SY1200,SY120003,
Village,C6038,Jlein,جلين,SY12,SY1200,SY120005,
Village,C6043,Jizeh,الجيزة,SY12,SY1200,SY120006,
Village,C5164,Hasrat,حسرات,SY09,SY0902,SY090200,
Village,C5166,Ramadi,الرمادى,SY09,SY0902,SY090200,
Village,C5169,Ghabra ,الغبرة,SY09,SY0902,SY090200,
Village,C5170,Hurriyeh (Abu Kamal),الحرية - مركز البوكمال,SY09,SY0902,SY090200,
Village,C5178,Jalaa (Jalaa),الجلاء - الجلاء,SY09,SY0902,SY090202,
Village,C5182,Marashdeh,المراشدة,SY09,SY0902,SY090203,
Village,C5085,Maisheh,المعيشية,SY09,SY0901,SY090100,
Village,C5088,Shaqra - Deir-ez-Zor,شقرة,SY09,SY0901,SY090100,
Village,C5089,Jiah,الجيعة,SY09,SY0901,SY090100,
Village,C5099,Lower Safira,سفيرة تحتاني,SY09,SY0901,SY090101,
Village,C5104,Hawayej Thyab Jazira,حوايج ذياب جزيرة,SY09,SY0901,SY090101,
Village,C5105,Hawayej Bumasaa,حوايج بومصعة,SY09,SY0901,SY090101,
Village,C5132,Kharita (Tabni),الخريطة - التبني,SY09,SY0901,SY090104,
Village,C5133,Tarif,الطريف,SY09,SY0901,SY090104,
Village,C5136,Shmeitiyeh,الشميطية,SY09,SY0901,SY090104,
Village,C5138,Old Maadan,معدان عتيق,SY09,SY0901,SY090104,
Village,C5139,Sadouni,السعدوني,SY09,SY0901,SY090105,
Village,C5621,Tanghari,تنغري,SY10,SY1005,SY100500,
Village,C5622,Beith Elqalaa,بيت القلع,SY10,SY1005,SY100500,
Village,C5624,Tajiyeh,تاجية,SY10,SY1005,SY100500,
Village,C5625,Mjeidel (Sheikh Badr),المجيدل - مركز الشيخ بدر,SY10,SY1005,SY100500,
Village,C5626,Burda - Sheikh Badr,بوردة,SY10,SY1005,SY100500,
Village,C5632,Zreika,زريقة,SY10,SY1005,SY100500,
Village,C4623,Rabeeah Tal Hmis,ربيعة تل حميس,SY08,SY0802,SY080201,
